"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 주택거래신고 1588-0149/주택임대차신고 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20230101 ~ 20230415"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"서울특별시 구로구 구로동","560","0560","0000","신도림현대","80.01","202303","25","79,800","15","1994","새말로9길 45","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","1274","1274","0000","신성미소지움","84.23","202301","3","63,000","5","2003","시흥대로161길 50","","중개거래","서울 동작구"
"서울특별시 구로구 구로동","1274","1274","0000","신성미소지움","71.04","202301","18","53,500","5","2003","시흥대로161길 50","","중개거래","서울 금천구"
"서울특별시 구로구 구로동","1274","1274","0000","신성미소지움","84.23","202303","10","62,300","4","2003","시흥대로161길 50","","중개거래","서울 강남구, 서울 구로구"
"서울특별시 구로구 구로동","1279","1279","0000","우민늘푸른","84.702","202303","13","64,000","3","2004","도림로20길 50","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","1058","1058","0000","우성(1058)","59.34","202303","20","57,300","14","1995","구일로8길 31","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","97-10","0097","0010","우진체리쉬","80.01","202303","29","44,000","11","2005","구로중앙로18길 53","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","1262","1262","0000","월드","59.92","202303","30","65,000","16","1998","구로중앙로 229","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","1260","1260","0000","이화우성","84.98","202302","6","65,000","2","1998","도림로22길 8","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","1260","1260","0000","이화우성","84.98","202302","6","65,000","2","1998","도림로22길 8","20230221","중개거래","서울 구로구"
"서울특별시 구로구 구로동","1260","1260","0000","이화우성","84.98","202303","11","69,800","12","1998","도림로22길 8","","중개거래","경기 부천시, 서울 구로구"
"서울특별시 구로구 구로동","1260","1260","0000","이화우성","59.82","202303","22","58,000","10","1998","도림로22길 8","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","685-222","0685","0222","주공1","73.08","202301","13","71,000","9","1986","구일로4길 65","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","685-222","0685","0222","주공1","73.08","202303","20","74,000","12","1986","구일로4길 65","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","685-222","0685","0222","주공1","83.805","202304","4","92,000","7","1986","구일로4길 65","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","685-223","0685","0223","주공2","47.34","202301","3","57,000","3","1987","구일로4길 22","","중개거래","서울 강남구, 서울 영등포구"
"서울특별시 구로구 구로동","685-223","0685","0223","주공2","47.34","202301","3","57,000","3","1987","구일로4길 22","20230130","중개거래","서울 영등포구"
"서울특별시 구로구 구로동","685-223","0685","0223","주공2","32.39","202301","19","49,500","10","1987","구일로4길 22","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","685-124","0685","0124","중앙하이츠","79.97","202304","5","64,200","4","1987","구일로8길 92","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","110-8","0110","0008","하나세인스톤1차","21.7256","202302","16","20,000","12","2011","구로중앙로28다길 16","","직거래","-"
"서울특별시 구로구 구로동","97-4","0097","0004","하나세인스톤2차","19.33","202301","6","13,500","11","2011","가마산로 284","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","97-4","0097","0004","하나세인스톤2차","19.33","202303","24","14,000","15","2011","가마산로 284","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","1280","1280","0000","한신휴플러스(1280-0)","50.03","202302","27","55,000","4","2007","디지털로31길 120","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","1280","1280","0000","한신휴플러스(1280-0)","50.03","202304","4","57,000","8","2007","디지털로31길 120","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","1281","1281","0000","한일유앤아이","84.962","202301","5","70,000","13","2006","가마산로 87","","직거래","-"
"서울특별시 구로구 구로동","1281","1281","0000","한일유앤아이","84.962","202301","28","53,500","1","2006","가마산로 87","","중개거래","서울 강남구, 서울 영등포구"
"서울특별시 구로구 구로동","104-3","0104","0003","해담채3","13.39","202303","10","12,000","15","2014","가마산로27길 11-15","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","104-3","0104","0003","해담채3","13.39","202303","13","11,000","14","2014","가마산로27길 11-15","","중개거래","서울 동작구"
"서울특별시 구로구 구로동","104-3","0104","0003","해담채3","13.39","202303","30","11,000","13","2014","가마산로27길 11-15","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","701-76","0701","0076","현대로얄","52.46","202303","11","35,500","8","1987","가마산로 97","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","685-147","0685","0147","현대상선","79.98","202302","3","59,000","2","1987","구일로10길 53","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","642-33","0642","0033","현대의보아파트","82.76","202302","9","43,000","5","1994","구일로8길 121","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","642-33","0642","0033","현대의보아파트","84.25","202303","30","48,000","8","1994","구일로8길 121","","중개거래","서울 구로구"
"서울특별시 구로구 신도림동","432-1","0432","0001","SKVIEW","84.96","202302","11","97,000","16","2006","경인로 638","","중개거래","서울 구로구"
"서울특별시 구로구 신도림동","432-1","0432","0001","SKVIEW","84.98","202303","6","90,000","15","2006","경인로 638","","중개거래","서울 구로구"
"서울특별시 구로구 신도림동","642","0642","0000","대림1","59.9","202302","7","75,500","9","1999","신도림로 16","","중개거래","서울 구로구"
"서울특별시 구로구 신도림동","642","0642","0000","대림1","59.88","202302","8","72,000","4","1999","신도림로 16","","중개거래","서울 구로구"
"서울특별시 구로구 신도림동","642","0642","0000","대림1","59.88","202302","9","76,000","10","1999","신도림로 16","","중개거래","서울 강남구, 서울 구로구"
"서울특별시 구로구 신도림동","642","0642","0000","대림1","59.88","202303","6","70,000","4","1999","신도림로 16","","중개거래","서울 구로구"
"서울특별시 구로구 신도림동","642","0642","0000","대림1","59.88","202303","12","71,000","3","1999","신도림로 16","","중개거래","서울 구로구"
"서울특별시 구로구 신도림동","642","0642","0000","대림1","59.88","202303","25","75,000","7","1999","신도림로 16","","중개거래","서울 구로구"
"서울특별시 구로구 신도림동","642","0642","0000","대림1","59.93","202303","27","78,000","21","1999","신도림로 16","","중개거래","서울 구로구"
"서울특별시 구로구 신도림동","642","0642","0000","대림2","84.95","202302","8","100,000","25","2001","신도림로 16","","중개거래","서울 구로구"
"서울특별시 구로구 신도림동","642","0642","0000","대림2","134.99","202302","10","117,500","7","2001","신도림로 16","","중개거래","서울 구로구"
"서울특별시 구로구 신도림동","642","0642","0000","대림2","59.88","202303","5","72,000","18","2001","신도림로 16","","중개거래","서울 구로구"
"서울특별시 구로구 신도림동","642","0642","0000","대림2","84.95","202303","11","99,000","23","2001","신도림로 16","","중개거래","서울 구로구"
"서울특별시 구로구 신도림동","642","0642","0000","대림2","59.9","202303","22","80,500","8","2001","신도림로 16","","중개거래","서울 구로구"
"서울특별시 구로구 신도림동","642","0642","0000","대림2","84.95","202303","23","100,000","24","2001","신도림로 16","","중개거래","서울 구로구"
"서울특별시 구로구 신도림동","642","0642","0000","대림2","59.88","202303","30","71,500","7","2001","신도림로 16","","중개거래","서울 구로구"
"서울특별시 구로구 신도림동","646","0646","0000","대림e-편한세상4","117.74","202302","7","159,000","7","2003","경인로65길 16-15","","중개거래","서울 구로구"
"서울특별시 구로구 신도림동","646","0646","0000","대림e-편한세상4","117.74","202302","14","150,000","10","2003","경인로65길 16-15","","중개거래","서울 구로구"
"서울특별시 구로구 신도림동","646","0646","0000","대림e-편한세상4","117.74","202302","28","130,000","8","2003","경인로65길 16-15","20230302","직거래","-"
"서울특별시 구로구 신도림동","646","0646","0000","대림e-편한세상4","117.74","202303","3","130,000","8","2003","경인로65길 16-15","","직거래","-"
"서울특별시 구로구 신도림동","646","0646","0000","대림e-편한세상4","117.74","202303","11","149,800","10","2003","경인로65길 16-15","","중개거래","서울 구로구"
"서울특별시 구로구 신도림동","646","0646","0000","대림e-편한세상4","161.63","202303","28","217,500","24","2003","경인로65길 16-15","","중개거래","서울 구로구"
"서울특별시 구로구 신도림동","643","0643","0000","동아1","84.908","202301","29","104,500","25","1999","신도림로 87","","중개거래","서울 구로구"
"서울특별시 구로구 신도림동","643","0643","0000","동아1","148.296","202302","9","120,000","6","1999","신도림로 87","","중개거래","서울 구로구"
"서울특별시 구로구 신도림동","643","0643","0000","동아1","84.908","202302","28","97,000","9","1999","신도림로 87","","중개거래","서울 구로구"
"서울특별시 구로구 신도림동","643","0643","0000","동아1","84.908","202303","24","99,500","9","1999","신도림로 87","","중개거래","서울 구로구"
"서울특별시 구로구 신도림동","644","0644","0000","동아2","84.908","202303","6","91,000","22","2000","경인로 643","","중개거래","서울 구로구"
"서울특별시 구로구 신도림동","644","0644","0000","동아2","84.908","202303","22","98,500","12","2000","경인로 643","","중개거래","서울 구로구"
"서울특별시 구로구 신도림동","645","0645","0000","동아3","84.99","202301","7","105,000","16","2000","신도림로 78","","중개거래","서울 구로구"
"서울특별시 구로구 신도림동","645","0645","0000","동아3","84.99","202302","6","100,000","17","2000","신도림로 78","","중개거래","서울 구로구"
"서울특별시 구로구 신도림동","645","0645","0000","동아3","84.99","202302","19","106,000","21","2000","신도림로 78","","중개거래","서울 구로구"
"서울특별시 구로구 신도림동","290","0290","0000","미성","37.91","202303","9","53,500","6","1987","신도림로11가길 36","","중개거래","서울 구로구"
"서울특별시 구로구 신도림동","290","0290","0000","미성","37.91","202303","11","54,000","5","1987","신도림로11가길 36","","중개거래","서울 구로구, 서울 양천구"
"서울특별시 구로구 신도림동","290","0290","0000","미성","83.67","202303","18","80,000","13","1987","신도림로11가길 36","","중개거래","서울 구로구"
"서울특별시 구로구 신도림동","695","0695","0000","신도림 아르디에","25.66","202302","15","23,500","3","2018","경인로66길 19","","직거래","-"
"서울특별시 구로구 신도림동","435-10","0435","0010","신도림3차푸르지오","82.8","202301","18","83,500","13","2007","경인로 619-3","","중개거래","서울 구로구"
"서울특별시 구로구 신도림동","435-10","0435","0010","신도림3차푸르지오","90.08","202302","24","84,000","15","2007","경인로 619-3","","중개거래","서울 구로구"
"서울특별시 구로구 신도림동","435-10","0435","0010","신도림3차푸르지오","90.08","202302","27","84,500","17","2007","경인로 619-3","","중개거래","서울 구로구"
"서울특별시 구로구 신도림동","312-17","0312","0017","우성1","73.18","202302","18","73,000","6","1992","신도림로 110","20230306","중개거래","서울 구로구"
"서울특별시 구로구 신도림동","312-17","0312","0017","우성1","73.18","202302","18","73,000","6","1992","신도림로 110","","중개거래","서울 구로구"
"서울특별시 구로구 신도림동","639","0639","0000","우성2","84.82","202303","25","87,000","10","1996","신도림로 105","","중개거래","서울 구로구, 서울 영등포구"
"서울특별시 구로구 신도림동","641","0641","0000","현대홈타운아파트","59.73","202302","27","68,000","9","1999","신도림로19길 16","","중개거래","서울 구로구"
"서울특별시 구로구 오류동","356","0356","0000","다청림(356)","15.57","202302","7","9,500","1","2013","서해안로 2275","","중개거래","서울 구로구"
"서울특별시 구로구 오류동","356","0356","0000","다청림(356)","15.57","202302","14","9,800","2","2013","서해안로 2275","","중개거래","서울 구로구"
"서울특별시 구로구 오류동","337","0337","0000","동보","59.72","202303","2","38,400","5","1998","오리로13가길 30","","중개거래","서울 구로구"
"서울특별시 구로구 오류동","339","0339","0000","동부(105동~106동)","59.79","202303","11","51,900","15","1999","경인로 248-13","","중개거래","서울 구로구"
"서울특별시 구로구 오류동","338","0338","0000","동부골든","113.43","202301","17","63,000","13","1998","고척로 49","","중개거래","서울 구로구"
"서울특별시 구로구 오류동","345","0345","0000","동선","58.2159","202303","11","49,000","10","2004","경인로 158","","중개거래","서울 구로구"
"서울특별시 구로구 오류동","6-63","0006","0063","루체비스타","29.98","202302","8","29,190","8","2020","고척로 5","","중개거래","서울 마포구"
"서울특별시 구로구 오류동","340","0340","0000","삼천리","84.75","202302","4","56,000","6","1998","경인로8길 75","","중개거래","서울 구로구"
"서울특별시 구로구 오류동","340","0340","0000","삼천리","134.64","202302","8","86,600","10","1998","경인로8길 75","","중개거래","서울 구로구"
"서울특별시 구로구 오류동","342","0342","0000","영풍마드레빌","84.741","202303","10","65,000","13","2002","경인로8길 64","","중개거래","서울 구로구"
"서울특별시 구로구 오류동","347","0347","0000","오류동금호어울림","59.87","202301","17","47,000","8","2006","고척로 41","","중개거래","서울 구로구"
"서울특별시 구로구 오류동","347","0347","0000","오류동금호어울림","59.87","202302","22","52,500","9","2006","고척로 41","","중개거래","경기 부천시, 서울 구로구"
"서울특별시 구로구 오류동","9-231","0009","0231","오류동삼전솔하임","37.759","202302","19","28,200","3","2020","경인로 187","","중개거래","서울 구로구"
"서울특별시 구로구 오류동","9-231","0009","0231","오류동삼전솔하임","37.759","202303","14","25,000","3","2020","경인로 187","","중개거래","서울 구로구"
"서울특별시 구로구 오류동","75-2","0075","0002","오류동역솔리스타","19.09","202301","30","9,000","6","2016","경인로20나길 63","","직거래","-"
"서울특별시 구로구 오류동","75-2","0075","0002","오류동역솔리스타","19.27","202302","3","10,800","13","2016","경인로20나길 63","","중개거래","서울 구로구"
"서울특별시 구로구 오류동","75-2","0075","0002","오류동역솔리스타","18.32","202302","8","10,000","8","2016","경인로20나길 63","","중개거래","서울 구로구"
"서울특별시 구로구 오류동","75-2","0075","0002","오류동역솔리스타","19.27","202302","14","10,800","10","2016","경인로20나길 63","","중개거래","서울 구로구"
"서울특별시 구로구 오류동","75-2","0075","0002","오류동역솔리스타","19.09","202303","13","9,300","6","2016","경인로20나길 63","","중개거래","서울 구로구"
"서울특별시 구로구 오류동","348","0348","0000","우림필유","84.99","202303","7","62,500","4","2005","서해안로 2368","","중개거래","서울 구로구"
"서울특별시 구로구 오류동","292-10","0292","0010","우창굿모닝","102.99","202302","8","39,500","4","2004","오리로13길 105","","중개거래","서울 구로구"
"서울특별시 구로구 오류동","51-31","0051","0031","포스시티","14.29","202304","4","9,500","18","2014","경인로20길 6","","중개거래","서울 구로구"
"서울특별시 구로구 오류동","9-3","0009","0003","한백힐","77.22","202302","7","31,800","6","2003","고척로 6","","중개거래","서울 구로구"
"서울특별시 구로구 오류동","341","0341","0000","한신플러스타운","59.91","202303","21","49,000","15","2002","고척로 52","","중개거래","서울 구로구"
"서울특별시 구로구 오류동","341","0341","0000","한신플러스타운","59.91","202303","21","49,000","15","2002","고척로 52","","중개거래","서울 구로구"
"서울특별시 구로구 온수동","154","0154","0000","리치안풍산","84.99","202302","10","44,000","4","2009","부일로1길 126","","중개거래","서울 구로구"
"서울특별시 구로구 온수동","155","0155","0000","온수힐스테이트","84.97","202301","3","90,000","12","2010","부일로9길 127","","중개거래","서울 구로구"
"서울특별시 구로구 온수동","155","0155","0000","온수힐스테이트","84.97","202303","25","72,000","5","2010","부일로9길 127","","중개거래","서울 구로구"
"서울특별시 구로구 천왕동","281","0281","0000","천왕연지타운2단지","84.9","202301","14","74,000","5","2014","오리로 1102-10","","중개거래","서울 관악구, 서울 구로구"
"서울특별시 구로구 천왕동","281","0281","0000","천왕연지타운2단지","101.97","202303","5","86,000","9","2014","오리로 1102-10","","중개거래","경기 광명시"
"서울특별시 구로구 천왕동","278","0278","0000","천왕이펜하우스3단지","84.98","202303","27","70,000","5","2011","천왕로 56","","중개거래","서울 구로구"
"서울특별시 구로구 천왕동","278","0278","0000","천왕이펜하우스3단지","84.98","202303","27","70,000","4","2011","천왕로 56","","중개거래","서울 구로구"
"서울특별시 구로구 천왕동","273","0273","0000","천왕이펜하우스4단지","84.97","202303","28","53,000","4","2011","천왕로 29","","직거래","-"
"서울특별시 구로구 항동","244","0244","0000","우남퍼스트빌더센트럴","79.9913","202303","15","72,000","8","2020","항동로 8","","중개거래","서울 구로구"
"서울특별시 구로구 항동","242","0242","0000","하버라인3단지","59.86","202301","20","62,800","6","2019","항동로 43","","중개거래","서울 구로구"
"서울특별시 구로구 항동","242","0242","0000","하버라인3단지","74.85","202302","10","65,000","10","2019","항동로 43","","직거래","-"
"서울특별시 구로구 항동","241","0241","0000","한양수자인에듀힐즈","76.88","202301","28","80,000","15","2019","항동로 42","","중개거래","서울 구로구"
"서울특별시 구로구 항동","236","0236","0000","항동중흥에스클래스베르데카운티","84.9416","202303","17","86,000","5","2019","연동로 233","","직거래","-"
"서울특별시 금천구 가산동","141-2","0141","0002","가산양우내안에애플","15.73","202302","22","15,500","11","2013","남부순환로 1266","","중개거래","서울 금천구"
"서울특별시 금천구 가산동","143-20","0143","0020","가산피어니빌","13.8029","202302","28","14,700","8","2017","디지털로12길 37","","직거래","-"
"서울특별시 금천구 가산동","769","0769","0000","두산","134.95","202301","13","95,000","24","1998","가산로 99","","중개거래","서울 금천구"
"서울특별시 금천구 가산동","769","0769","0000","두산","134.95","202302","3","97,200","11","1998","가산로 99","","직거래","-"
"서울특별시 금천구 가산동","769","0769","0000","두산","59.84","202302","22","59,000","7","1998","가산로 99","","직거래","-"
"서울특별시 금천구 가산동","769","0769","0000","두산","59.84","202303","18","58,500","4","1998","가산로 99","","중개거래","서울 금천구"
"서울특별시 금천구 가산동","769","0769","0000","두산","134.95","202303","20","87,000","6","1998","가산로 99","","중개거래","서울 금천구"
"서울특별시 금천구 가산동","140-36","0140","0036","비즈트위트바이올렛5차","18.52","202303","13","18,000","14","2014","디지털로12길 15","","직거래","-"
"서울특별시 금천구 가산동","140-36","0140","0036","비즈트위트바이올렛5차","12.19","202303","15","10,500","13","2014","디지털로12길 15","","중개거래","서울 금천구"
"서울특별시 금천구 가산동","234-46","0234","0046","삼익","59.94","202303","3","45,000","12","1998","두산로9길 56","","중개거래","서울 금천구"
"서울특별시 금천구 가산동","772","0772","0000","주상복합두산","59.25","202303","3","40,000","9","1998","가산로 106","","중개거래","서울 금천구"
"서울특별시 금천구 독산동","1007-13","1007","0013","e편한세상독산더타워","76.2935","202303","1","79,000","22","2019","범안로 1212","","중개거래","서울 금천구"
"서울특별시 금천구 독산동","1007-13","1007","0013","e편한세상독산더타워","59.8637","202303","18","69,000","16","2019","범안로 1212","","중개거래","서울 금천구"
"서울특별시 금천구 독산동","332-14","0332","0014","계룡아파트","59.34","202301","17","50,000","19","1998","범안로15길 7","","중개거래","서울 금천구"
"서울특별시 금천구 독산동","1147","1147","0000","금천롯데캐슬골드파크1차","84.8114","202301","20","100,000","16","2016","벚꽃로 40","","중개거래","경기 광명시, 서울 금천구"
"서울특별시 금천구 독산동","1147","1147","0000","금천롯데캐슬골드파크1차","84.4623","202301","27","97,000","24","2016","벚꽃로 40","","중개거래","서울 금천구"
"서울특별시 금천구 독산동","1147","1147","0000","금천롯데캐슬골드파크1차","84.8114","202302","1","74,000","3","2016","벚꽃로 40","","직거래","-"
"서울특별시 금천구 독산동","1147","1147","0000","금천롯데캐슬골드파크1차","84.8114","202302","10","95,000","14","2016","벚꽃로 40","","중개거래","서울 금천구"
"서울특별시 금천구 독산동","1147","1147","0000","금천롯데캐슬골드파크1차","84.3963","202302","17","96,000","19","2016","벚꽃로 40","","중개거래","서울 금천구"
"서울특별시 금천구 독산동","1147","1147","0000","금천롯데캐슬골드파크1차","101.814","202302","23","120,000","18","2016","벚꽃로 40","","중개거래","서울 금천구"
"서울특별시 금천구 독산동","1147","1147","0000","금천롯데캐슬골드파크1차","84.8114","202303","4","94,000","6","2016","벚꽃로 40","","중개거래","서울 금천구"
"서울특별시 금천구 독산동","1147","1147","0000","금천롯데캐슬골드파크1차","84.8114","202303","11","97,500","24","2016","벚꽃로 40","","중개거래","서울 금천구, 서울 동대문구"
"서울특별시 금천구 독산동","1147","1147","0000","금천롯데캐슬골드파크1차","84.4214","202303","11","92,500","3","2016","벚꽃로 40","","중개거래","서울 금천구"
"서울특별시 금천구 독산동","1147","1147","0000","금천롯데캐슬골드파크1차","84.8114","202303","18","95,000","14","2016","벚꽃로 40","","중개거래","서울 금천구"
"서울특별시 금천구 독산동","1147","1147","0000","금천롯데캐슬골드파크1차","84.8114","202303","25","97,500","29","2016","벚꽃로 40","","중개거래","서울 금천구"
"서울특별시 금천구 독산동","1150","1150","0000","금천롯데캐슬골드파크2차201동202동","59.98","202302","9","79,500","31","2017","벚꽃로 30","","중개거래","서울 금천구"
"서울특별시 금천구 독산동","1150","1150","0000","금천롯데캐슬골드파크2차201동202동","59.27","202302","9","75,000","28","2017","벚꽃로 30","","중개거래","서울 금천구"
"서울특별시 금천구 독산동","1150","1150","0000","금천롯데캐슬골드파크2차201동202동","59.27","202302","25","77,000","41","2017","벚꽃로 30","","중개거래","서울 금천구"
"서울특별시 금천구 독산동","1150","1150","0000","금천롯데캐슬골드파크2차201동202동","59.27","202303","9","76,000","33","2017","벚꽃로 30","","중개거래","서울 금천구"
"서울특별시 금천구 독산동","1155","1155","0000","금천롯데캐슬골드파크3차","59.9662","202301","30","75,000","13","2018","시흥대로 291","","중개거래","서울 금천구"
"서울특별시 금천구 독산동","1155","1155","0000","금천롯데캐슬골드파크3차","59.968","202302","20","77,500","33","2018","시흥대로 291","","중개거래","서울 금천구"
"서울특별시 금천구 독산동","1155","1155","0000","금천롯데캐슬골드파크3차","59.9672","202302","21","77,000","22","2018","시흥대로 291","","중개거래","서울 금천구"
"서울특별시 금천구 독산동","1155","1155","0000","금천롯데캐슬골드파크3차","59.9662","202303","1","79,500","22","2018","시흥대로 291","","중개거래","서울 금천구"
"서울특별시 금천구 독산동","1155","1155","0000","금천롯데캐슬골드파크3차","59.968","202303","10","81,000","28","2018","시흥대로 291","","중개거래","서울 금천구"
"서울특별시 금천구 독산동","1155","1155","0000","금천롯데캐슬골드파크3차","59.9662","202303","11","80,000","23","2018","시흥대로 291","","중개거래","서울 금천구"
"서울특별시 금천구 독산동","1155","1155","0000","금천롯데캐슬골드파크3차","59.968","202303","11","76,800","4","2018","시흥대로 291","","중개거래","서울 금천구"
"서울특별시 금천구 독산동","1155","1155","0000","금천롯데캐슬골드파크3차","84.408","202303","12","104,800","40","2018","시흥대로 291","","중개거래","서울 금천구"
"서울특별시 금천구 독산동","1155","1155","0000","금천롯데캐슬골드파크3차","59.968","202303","12","82,000","21","2018","시흥대로 291","","중개거래","서울 금천구"
"서울특별시 금천구 독산동","1155","1155","0000","금천롯데캐슬골드파크3차","84.408","202303","13","105,000","22","2018","시흥대로 291","","중개거래","서울 금천구"
"서울특별시 금천구 독산동","1155","1155","0000","금천롯데캐슬골드파크3차","59.968","202304","7","78,000","13","2018","시흥대로 291","","중개거래","서울 금천구"
"서울특별시 금천구 독산동","711-2","0711","0002","금천현대","59.82","202301","19","49,500","1","2002","벚꽃로 73","","중개거래","서울 강남구, 서울 금천구"
"서울특별시 금천구 독산동","1140","1140","0000","독산동중앙하이츠빌","84.8768","202303","14","66,000","16","2004","범안로 1136","","중개거래","서울 금천구"
"서울특별시 금천구 독산동","1140","1140","0000","독산동중앙하이츠빌","84.8768","202304","12","60,700","3","2004","범안로 1136","","직거래","-"
"서울특별시 금천구 독산동","989","0989","0000","독산오르페움타워","40.074","202301","8","41,000","6","2020","독산로85길 36","20230303","중개거래","인천 남동구"
"서울특별시 금천구 독산동","1088","1088","0000","독산주공14단지","44.94","202303","16","37,700","12","1990","한내로 69-54","","중개거래","경기 광명시"
"서울특별시 금천구 독산동","1088","1088","0000","독산주공14단지","38.64","202304","4","37,000","12","1990","한내로 69-54","","중개거래","경기 광명시"
"서울특별시 금천구 독산동","1131","1131","0000","라이프","84.74","202304","7","54,000","6","1996","벚꽃로 60","","직거래","-"
"서울특별시 금천구 독산동","955","0955","0000","신도브래뉴","79.35","202303","16","79,000","4","2002","시흥대로152길 25","","중개거래","서울 금천구"
"서울특별시 금천구 독산동","333-24","0333","0024","중앙아파트","35.61","202303","22","23,000","1","1989","범안로15길 65","","중개거래","서울 금천구"
"서울특별시 금천구 독산동","333-24","0333","0024","중앙아파트","35.61","202304","10","22,000","5","1989","범안로15길 65","","중개거래","서울 금천구"
"서울특별시 금천구 독산동","1002","1002","0000","진도1차","59.94","202303","25","40,000","8","1996","벚꽃로18길 36","","중개거래","서울 금천구, 서울 송파구"
"서울특별시 금천구 독산동","1133","1133","0000","진도2차","59.95","202302","7","42,500","3","1997","두산로 36","","중개거래","서울 금천구"
"서울특별시 금천구 독산동","1136","1136","0000","진도3차아파트","59.34","202301","25","47,500","16","1999","범안로17길 41","","중개거래","서울 금천구"
"서울특별시 금천구 독산동","1093-4","1093","0004","한신아파트","129.66","202302","15","77,000","14","1991","한내로 62","","중개거래","경기 광명시"
"서울특별시 금천구 독산동","1093-4","1093","0004","한신아파트","129.66","202302","15","77,000","14","1991","한내로 62","20230308","중개거래","경기 광명시"
"서울특별시 금천구 독산동","1093-4","1093","0004","한신아파트","89.46","202303","3","69,000","24","1991","한내로 62","","중개거래","서울 금천구"
"서울특별시 금천구 독산동","1093-4","1093","0004","한신아파트","129.66","202304","1","78,000","14","1991","한내로 62","","중개거래","서울 금천구"
"서울특별시 금천구 시흥동","953-5","0953","0005","거상장미","84.95","202302","27","32,000","3","2003","시흥대로28길 32","","중개거래","서울 금천구"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","84.97","202301","16","53,000","20","2004","금하로 816","","중개거래","서울 금천구"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","114.84","202302","1","48,000","2","2004","금하로 816","","직거래","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","114.84","202302","18","58,000","3","2004","금하로 816","","중개거래","서울 금천구"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","84.97","202302","19","48,000","9","2004","금하로 816","","중개거래","서울 금천구"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","59.34","202302","24","48,500","8","2004","금하로 816","","중개거래","서울 금천구"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","84.97","202302","27","50,800","20","2004","금하로 816","","중개거래","서울 금천구"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","84.97","202303","1","52,000","4","2004","금하로 816","","중개거래","서울 구로구, 서울 금천구"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","59.34","202303","1","46,500","4","2004","금하로 816","","중개거래","서울 구로구, 서울 금천구"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","84.97","202303","3","59,000","6","2004","금하로 816","","중개거래","서울 금천구"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","84.97","202303","6","52,900","16","2004","금하로 816","","중개거래","서울 금천구"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","114.84","202303","6","62,900","12","2004","금하로 816","","중개거래","서울 금천구"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","84.97","202303","8","55,000","14","2004","금하로 816","","중개거래","서울 금천구"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","59.34","202303","10","47,000","15","2004","금하로 816","","직거래","-"
